sample,cnv_prot,cnv_tran,diff,cluster,type
TCGA-36-1581,0.130130656502,0.409457279105,0.279326622603,1,HGSC
TCGA-AA-3666,0.223141807873,0.496389434522,0.273247626649,1,COREAD
TCGA-25-1319,0.207448490196,0.479320087401,0.271871597205,1,HGSC
TCGA-24-2027,0.24514672202,0.515782934065,0.270636212046,1,HGSC
TCGA-BH-A18U,0.141025250719,0.411263298342,0.270238047624,1,BRCA
TCGA-A2-A0T3,0.191041841137,0.460400548926,0.269358707789,1,BRCA
TCGA-13-1482,0.259210626902,0.52566590561,0.266455278708,1,HGSC
TCGA-13-1488,0.0959683072329,0.35592091881,0.259952611577,1,HGSC
TCGA-AA-A00K,0.0346404877914,0.291774256791,0.257133769,1,COREAD
TCGA-AR-A1AV,0.0930030513031,0.343043559428,0.250040508125,1,BRCA
TCGA-A2-A0SW,0.185828905277,0.435861463591,0.250032558314,1,BRCA
TCGA-AG-3593,0.157904447913,0.406500685918,0.248596238005,1,COREAD
TCGA-25-1323,0.224899221049,0.470593585865,0.245694364815,1,HGSC
TCGA-13-1495,0.214627945527,0.458981649793,0.244353704267,1,HGSC
TCGA-AF-2692,0.11064841387,0.354825108448,0.244176694579,1,COREAD
TCGA-A2-A0EY,0.263949445302,0.506421441243,0.242471995941,1,BRCA
TCGA-AA-3529,0.0789933398877,0.320616595238,0.241623255351,1,COREAD
TCGA-24-1556,0.231534791283,0.473100682658,0.241565891374,1,HGSC
TCGA-13-1501,0.230990798021,0.470150734639,0.239159936619,1,HGSC
TCGA-AG-A016,0.0566671273084,0.295417835553,0.238750708244,1,COREAD
TCGA-24-2288,0.130552879502,0.36733725386,0.236784374357,1,HGSC
TCGA-29-2414,0.248675047239,0.48442288484,0.235747837601,1,HGSC
TCGA-AA-3531,0.118684853768,0.35143529722,0.232750443452,1,COREAD
TCGA-61-1900,0.308301317759,0.537757073658,0.229455755898,1,HGSC
TCGA-24-1104,0.24350937986,0.472725434921,0.22921605506,1,HGSC
TCGA-AA-3526,0.0425019663042,0.270029274572,0.227527308268,1,COREAD
TCGA-D8-A142,0.182643500398,0.402453242571,0.219809742172,1,BRCA
TCGA-AA-3552,0.154446356769,0.373301888906,0.218855532137,1,COREAD
TCGA-24-1435,0.242692291203,0.461411060516,0.218718769313,1,HGSC
TCGA-AG-A008,0.0929279372411,0.311332911033,0.218404973792,1,COREAD
TCGA-A2-A0YD,0.0525362335482,0.268643714876,0.216107481328,1,BRCA
TCGA-AN-A0AM,0.236160354814,0.450807294437,0.214646939623,1,BRCA
TCGA-AO-A0JE,0.192363831427,0.405795553623,0.213431722196,1,BRCA
TCGA-29-1770,0.265844337482,0.479126196996,0.213281859513,1,HGSC
TCGA-AA-A00U,0.106051810926,0.318873090567,0.212821279641,1,COREAD
TCGA-29-1705,0.219515724785,0.431188206883,0.211672482098,1,HGSC
TCGA-BH-A18Q,0.176107539445,0.385727057521,0.209619518076,1,BRCA
TCGA-AG-A00C,0.05927830983,0.268495340021,0.209217030191,1,COREAD
TCGA-29-1710,0.142328776569,0.351243559815,0.208914783247,1,HGSC
TCGA-BH-A0DD,0.145192737044,0.353866308563,0.208673571519,1,BRCA
TCGA-AA-3818,0.0784461086962,0.287014640485,0.208568531789,1,COREAD
TCGA-24-1422,0.188689203119,0.396988290552,0.208299087433,1,HGSC
TCGA-61-1724,0.36542058135,0.571990716868,0.206570135519,1,HGSC
TCGA-C8-A135,0.239580001107,0.445707850133,0.206127849026,1,BRCA
TCGA-AA-A02Y,0.0757380231875,0.281789738012,0.206051714825,1,COREAD
TCGA-24-1603,0.182562407978,0.388189893426,0.205627485448,1,HGSC
TCGA-24-1565,0.185143123362,0.390364066541,0.205220943179,1,HGSC
TCGA-13-1499,0.102477704627,0.303567633528,0.201089928901,1,HGSC
TCGA-A8-A06Z,0.183606466791,0.384494506686,0.200888039895,1,BRCA
TCGA-AN-A0FK,0.24626753494,0.446914813572,0.200647278632,1,BRCA
TCGA-A8-A076,0.202773721805,0.400491939575,0.197718217771,1,BRCA
TCGA-AA-A00O,0.176030952382,0.373191281785,0.197160329403,1,COREAD
TCGA-23-1123,0.255348037094,0.451692337535,0.196344300442,1,HGSC
TCGA-13-1483,0.254731160708,0.45104498616,0.196313825452,1,HGSC
TCGA-61-2008,0.305126857362,0.498733933166,0.193607075804,1,HGSC
TCGA-AG-A02N,0.117633918552,0.310133407378,0.192499488826,1,COREAD
TCGA-24-1474,0.234109725852,0.42647479589,0.192365070037,1,HGSC
TCGA-AN-A04A,0.194879795888,0.387236570094,0.192356774206,1,BRCA
TCGA-25-1313,0.272451147917,0.464200713221,0.191749565304,1,HGSC
TCGA-13-1410,0.277263231923,0.467056571324,0.189793339401,1,HGSC
TCGA-24-1416,0.178425685546,0.367813259788,0.189387574243,1,HGSC
TCGA-24-2289,0.273475843592,0.462729102888,0.189253259296,1,HGSC
TCGA-AA-A004,-0.0185186593488,0.170608804566,0.189127463915,1,COREAD
TCGA-24-1562,0.246642359141,0.435424132681,0.188781773539,1,HGSC
TCGA-24-2024,0.294435771648,0.482421562168,0.18798579052,1,HGSC
TCGA-24-1105,0.210943490825,0.398264582289,0.187321091464,1,HGSC
TCGA-E2-A15A,0.276766013926,0.463153151427,0.186387137501,1,BRCA
TCGA-25-1320,0.200997947972,0.386836980331,0.185839032359,1,HGSC
TCGA-AA-A02O,0.120584262033,0.304834235857,0.184249973824,1,COREAD
TCGA-C8-A134,0.305524411492,0.489374630523,0.183850219031,1,BRCA
TCGA-AA-A01S,0.201939857148,0.381664292678,0.17972443553,1,COREAD
TCGA-24-1552,0.314469428512,0.492325015537,0.177855587024,1,HGSC
TCGA-BH-A0BV,0.0949145929545,0.271601654686,0.176687061731,1,BRCA
TCGA-29-1711,0.355860580392,0.532004031178,0.176143450786,1,HGSC
TCGA-29-1774,0.240783992281,0.416149402949,0.175365410667,1,HGSC
TCGA-24-1604,0.263092009647,0.437925845458,0.174833835811,1,HGSC
TCGA-AR-A0TV,0.278976803779,0.452875796946,0.173898993167,1,BRCA
TCGA-25-2409,0.271931298759,0.445704353038,0.173773054278,1,HGSC
TCGA-61-1910,0.282675685897,0.454920131494,0.172244445598,1,HGSC
TCGA-24-1545,0.100678160043,0.272139414991,0.171461254948,1,HGSC
TCGA-25-1635,0.19205023878,0.363068239963,0.171018001183,1,HGSC
TCGA-13-2060,0.287881195326,0.458722416918,0.170841221592,1,HGSC
TCGA-25-1322,0.270492463576,0.440421242666,0.169928779089,1,HGSC
TCGA-BH-A18N,0.230090763779,0.399894414558,0.169803650779,1,BRCA
TCGA-A2-A0YG,0.262131245956,0.431260252642,0.169129006686,1,BRCA
TCGA-36-1578,0.321438761097,0.490330427255,0.168891666158,1,HGSC
TCGA-29-1702,0.376747790807,0.545112946137,0.168365155331,1,HGSC
TCGA-AG-A015,0.158997859758,0.327250514351,0.168252654592,1,COREAD
TCGA-36-1576,0.142154406664,0.308849391196,0.166694984532,1,HGSC
TCGA-36-1580,0.241424232744,0.407773512354,0.16634927961,1,HGSC
TCGA-24-1558,0.255819516489,0.421143267467,0.165323750978,1,HGSC
TCGA-61-1919,0.187546939592,0.350868194245,0.163321254653,1,HGSC
TCGA-36-1571,0.276058345339,0.439030966305,0.162972620966,1,HGSC
TCGA-24-2267,0.181700553652,0.344320192198,0.162619638546,1,HGSC
TCGA-E2-A158,0.268429193081,0.430643822361,0.16221462928,1,BRCA
TCGA-C8-A12L,0.354214762224,0.516390149486,0.162175387263,1,BRCA
TCGA-AA-3710,0.0479115036994,0.209581208913,0.161669705214,1,COREAD
TCGA-24-1464,0.208653241945,0.369588003442,0.160934761497,1,HGSC
TCGA-29-1688,0.270213358296,0.430632064669,0.160418706373,1,HGSC
TCGA-AA-A029,0.107691793988,0.267087863418,0.15939606943,1,COREAD
TCGA-24-2023,0.323072698252,0.481991617787,0.158918919535,1,HGSC
TCGA-AR-A1AP,0.215578500475,0.374156484411,0.158577983935,1,BRCA
TCGA-24-2298,0.272328464549,0.430414133453,0.158085668904,1,HGSC
TCGA-A8-A079,0.225900534776,0.383768526939,0.157867992163,1,BRCA
TCGA-AR-A0TT,0.212531690215,0.369812819262,0.157281129047,1,BRCA
TCGA-24-1544,0.28241280756,0.438609594684,0.156196787124,1,HGSC
TCGA-A2-A0EX,0.136004353488,0.291763655162,0.155759301674,1,BRCA
TCGA-29-1763,0.369395234405,0.524637481291,0.155242246886,1,HGSC
TCGA-25-2400,0.282416097451,0.43757120237,0.155155104919,1,HGSC
TCGA-AA-A01I,0.109032296205,0.263516578228,0.154484282023,1,COREAD
TCGA-29-1698,0.243541756467,0.397841621639,0.154299865172,1,HGSC
TCGA-25-2397,0.374181985806,0.527951398325,0.153769412519,1,HGSC
TCGA-AA-A02H,0.175234916046,0.328719159639,0.153484243592,1,COREAD
TCGA-24-2033,0.236585099263,0.389845927308,0.153260828045,1,HGSC
TCGA-61-2094,0.117672442453,0.270400646982,0.152728204528,1,HGSC
TCGA-36-1569,0.262271884044,0.414712599522,0.152440715478,1,HGSC
TCGA-61-1918,0.300697740941,0.452994341601,0.15229660066,1,HGSC
TCGA-A7-A0CE,0.293654198012,0.445946093351,0.152291895339,1,BRCA
TCGA-13-1404,0.3200979775,0.472344050198,0.152246072699,1,HGSC
TCGA-AR-A0U4,0.245325255554,0.396627869678,0.151302614123,1,BRCA
TCGA-36-1570,0.341435689435,0.4924820139,0.151046324465,1,HGSC
TCGA-AA-A022,0.115032643711,0.266007413132,0.150974769421,1,COREAD
TCGA-AA-3664,0.154964402842,0.304750287471,0.149785884629,1,COREAD
TCGA-A2-A0D2,0.274204888595,0.423290247504,0.149085358909,1,BRCA
TCGA-E2-A154,0.121926277583,0.269714416713,0.14778813913,1,BRCA
TCGA-13-1511,0.294498957141,0.44215211659,0.14765315945,1,HGSC
TCGA-24-2020,0.214423127269,0.360915261291,0.146492134022,1,HGSC
TCGA-29-2427,0.224636244169,0.368267252125,0.143631007956,1,HGSC
TCGA-25-1316,0.150640740077,0.293892772647,0.14325203257,1,HGSC
TCGA-A2-A0EQ,0.23230131058,0.375503561317,0.143202250737,1,BRCA
TCGA-AO-A12F,0.250543033976,0.393728858528,0.143185824551,1,BRCA
TCGA-AO-A12E,0.259977218952,0.402836614575,0.142859395623,1,BRCA
TCGA-24-1103,0.385197546646,0.528017804739,0.142820258093,1,HGSC
TCGA-24-1550,0.295572151279,0.437991618324,0.142419467046,1,HGSC
TCGA-29-1690,0.225461247882,0.366865420825,0.141404172943,1,HGSC
TCGA-C8-A130,0.342185762528,0.483090583783,0.140904821255,1,BRCA
TCGA-A8-A06N,0.162820667143,0.303596268063,0.14077560092,1,BRCA
TCGA-25-1321,0.221305093107,0.360904893487,0.13959980038,1,HGSC
TCGA-25-1312,0.318966170543,0.458359577985,0.139393407442,1,HGSC
TCGA-24-1557,0.327172916693,0.465873436533,0.13870051984,1,HGSC
TCGA-25-1631,0.221591907674,0.359754994408,0.138163086734,1,HGSC
TCGA-A2-A0CM,0.201871833963,0.339728454641,0.137856620678,1,BRCA
TCGA-24-1436,0.223449469893,0.360680594307,0.137231124414,1,HGSC
TCGA-AO-A0JM,0.288177364735,0.425150630057,0.136973265322,1,BRCA
TCGA-AO-A03O,0.299273942984,0.436109239697,0.136835296713,1,BRCA
TCGA-25-2399,0.296282080683,0.432823952528,0.136541871845,1,HGSC
TCGA-24-1923,0.147461545896,0.282256558177,0.134795012281,1,HGSC
TCGA-24-1555,0.239243117993,0.37376702512,0.134523907127,1,HGSC
TCGA-24-1428,0.318995439388,0.451193977957,0.132198538569,1,HGSC
TCGA-61-1741,0.239271578573,0.371189689184,0.131918110611,1,HGSC
TCGA-AN-A0FL,0.334602302344,0.465068899648,0.130466597304,1,BRCA
TCGA-A7-A0CJ,0.265783043961,0.39573867088,0.129955626919,1,BRCA
TCGA-24-2290,0.288496111256,0.418375221857,0.129879110601,1,HGSC
TCGA-A8-A09G,0.160455158803,0.289274657692,0.12881949889,1,BRCA
TCGA-24-1553,0.261094067599,0.38828848695,0.127194419351,1,HGSC
TCGA-BH-A0E1,0.0506469416955,0.177583697638,0.126936755943,1,BRCA
TCGA-13-1497,0.32724645343,0.45397575947,0.12672930604,1,HGSC
TCGA-AA-3848,0.0491111211617,0.175431134829,0.126320013667,1,COREAD
TCGA-29-1785,0.289683351738,0.414787404575,0.125104052837,1,HGSC
TCGA-13-1409,0.225842165793,0.348360714059,0.122518548266,1,HGSC
TCGA-24-1431,0.268045030361,0.389948524508,0.121903494147,1,HGSC
TCGA-61-1995,0.260474023377,0.382318263541,0.121844240163,1,HGSC
TCGA-29-1762,0.300906835792,0.421870002603,0.120963166811,1,HGSC
TCGA-29-1696,0.261547859673,0.380003347689,0.118455488016,1,HGSC
TCGA-13-1485,0.118538712441,0.234081466274,0.115542753833,1,HGSC
TCGA-29-1697,0.169794267975,0.284737993325,0.114943725351,1,HGSC
TCGA-13-1492,0.282926431965,0.396994995846,0.114068563881,1,HGSC
TCGA-C8-A12U,0.270585714879,0.38454188882,0.113956173941,1,BRCA
TCGA-AN-A0AL,0.309116586337,0.422484745217,0.11336815888,1,BRCA
TCGA-25-1329,0.343770364387,0.457072327536,0.113301963149,1,HGSC
TCGA-AA-A03J,0.206950113962,0.318235877062,0.1112857631,1,COREAD
TCGA-30-1891,0.315691234734,0.4269106288,0.111219394066,1,HGSC
TCGA-AO-A0JL,0.242878579158,0.353309144075,0.110430564917,1,BRCA
TCGA-25-1628,0.121465264449,0.231377524167,0.109912259718,1,HGSC
TCGA-AA-3561,0.214241560588,0.321973091478,0.10773153089,1,COREAD
TCGA-13-1487,0.263337841721,0.369865744149,0.106527902428,1,HGSC
TCGA-13-1489,0.383029382005,0.489426511761,0.106397129756,1,HGSC
TCGA-AR-A0TR,0.161178045442,0.266779040542,0.1056009951,1,BRCA
TCGA-A6-3810,0.143114655461,0.248604183365,0.105489527905,1,COREAD
TCGA-AA-A02R,0.0792320635861,0.183325720218,0.104093656632,1,COREAD
TCGA-AR-A1AS,0.214950004768,0.31557174577,0.100621741002,1,BRCA
TCGA-AA-A01T,0.0703865167847,0.167269933728,0.0968834169429,1,COREAD
TCGA-61-1907,0.309964325891,0.406634017776,0.0966696918848,1,HGSC
TCGA-29-1766,0.206715809515,0.302248862103,0.0955330525877,1,HGSC
TCGA-C8-A12V,0.165190782258,0.260635472071,0.0954446898133,1,BRCA
TCGA-AA-A010,-0.00756620157063,0.0852103017383,0.092776503309,1,COREAD
TCGA-AA-A00J,0.0994668500693,0.192150722741,0.0926838726715,1,COREAD
TCGA-A2-A0YC,0.143257758771,0.230160166504,0.0869024077335,1,BRCA
TCGA-61-1911,0.232184557107,0.315963097315,0.0837785402084,1,HGSC
TCGA-AA-A00E,0.0183464663874,0.102070303905,0.0837238375177,1,COREAD
TCGA-A7-A13F,0.224078866551,0.307083324062,0.0830044575111,1,BRCA
TCGA-AA-3715,0.0239948145628,0.106866488306,0.0828716737435,1,COREAD
TCGA-30-1866,0.243884962202,0.325931608521,0.0820466463185,1,HGSC
TCGA-24-2261,0.242170253435,0.323888308215,0.0817180547802,1,HGSC
TCGA-AA-A00A,0.0584096576216,0.138951130469,0.0805414728471,1,COREAD
TCGA-AA-A01R,0.112529520564,0.192941901302,0.080412380738,1,COREAD
TCGA-29-1693,0.315831499033,0.394237465373,0.0784059663395,1,HGSC
TCGA-AA-A00R,0.0428890440766,0.120194871264,0.0773058271872,1,COREAD
TCGA-A2-A0YF,0.190600217925,0.266730552266,0.0761303343414,1,BRCA
TCGA-AF-3400,0.109170804483,0.181535712284,0.0723649078011,1,COREAD
TCGA-AG-3580,0.0655273335093,0.134295164163,0.0687678306535,1,COREAD
TCGA-AF-2691,0.125935443386,0.193794534442,0.0678590910559,1,COREAD
TCGA-29-1769,0.266345507627,0.330802235755,0.0644567281282,1,HGSC
TCGA-25-1318,0.220950439225,0.285194277415,0.0642438381892,1,HGSC
TCGA-61-2095,0.0910115289795,0.153319143548,0.0623076145683,1,HGSC
TCGA-AA-3986,0.014301629118,0.0678967301442,0.0535951010262,1,COREAD
TCGA-AO-A0JJ,0.0861278369331,0.132694688391,0.0465668514576,1,BRCA
TCGA-A2-A0T6,0.108681223043,0.152949303375,0.0442680803327,1,BRCA
TCGA-29-1777,0.24822422575,0.291357744733,0.0431335189822,1,HGSC
TCGA-A8-A08Z,0.161049199411,0.20380648081,0.0427572813984,1,BRCA
TCGA-AA-A01V,0.0179598320049,0.0602646055885,0.0423047735836,1,COREAD
TCGA-AR-A1AW,0.176554474788,0.214833222534,0.0382787477468,1,BRCA
TCGA-61-1914,0.256998450417,0.288345681212,0.0313472307954,1,HGSC
TCGA-AA-3672,0.0701056944664,0.0951936065831,0.0250879121167,1,COREAD
TCGA-BH-A0DG,0.327378125351,0.35136363231,0.0239855069583,1,BRCA
TCGA-C8-A138,0.219224910496,0.243078834708,0.0238539242121,1,BRCA
TCGA-AA-3518,0.00600132572395,0.0234685722466,0.0174672465227,1,COREAD
TCGA-AA-A024,0.0234184178261,0.03940352935,0.0159851115238,1,COREAD
TCGA-61-2088,0.26502761942,0.260190794934,-0.00483682448645,1,HGSC
TCGA-AA-3684,0.00385495504066,-0.00370291000943,-0.00755786505009,1,COREAD
TCGA-AO-A126,0.229120997777,0.217797546257,-0.0113234515199,1,BRCA
TCGA-AA-3554,-0.00999889766688,-0.0216167629704,-0.0116178653035,1,COREAD
TCGA-AA-3525,-0.013957821951,-0.0306383091911,-0.0166804872401,1,COREAD
TCGA-13-1507,0.263165145426,0.234853410994,-0.0283117344325,1,HGSC
TCGA-AO-A0J9,0.243365789588,0.20992870627,-0.0334370833184,1,BRCA
TCGA-AA-3864,0.00374959726199,-0.0308425159719,-0.0345921132339,1,COREAD
TCGA-AO-A0JC,0.0672714482457,0.0248134449666,-0.0424580032792,1,BRCA
TCGA-AA-A00N,-0.0485037082561,-0.112955452719,-0.0644517444633,1,COREAD
TCGA-AA-3695,0.143332898834,-0.0510824893673,-0.194415388202,1,COREAD
TCGA-24-1430,-0.0522240463453,0.519029501453,0.571253547798,0,HGSC
TCGA-AO-A0J6,-0.0133545151214,0.489049694005,0.502404209126,0,BRCA
TCGA-AG-A011,0.0712266184345,0.534290993385,0.463064374951,0,COREAD
TCGA-24-1551,0.103501789239,0.53007366221,0.426571872971,0,HGSC
TCGA-A2-A0YM,-0.00770064465881,0.416503518469,0.424204163128,0,BRCA
TCGA-24-1467,-0.000483991482903,0.41182494066,0.412308932143,0,HGSC
TCGA-AG-A01Y,0.0146188963989,0.421742516539,0.40712362014,0,COREAD
TCGA-24-1563,0.0495713283994,0.456390193815,0.406818865416,0,HGSC
TCGA-AG-A01J,0.0278930874504,0.430247554639,0.402354467188,0,COREAD
TCGA-AG-3594,0.139810974935,0.539411784704,0.399600809769,0,COREAD
TCGA-AR-A0TX,0.0710354183598,0.465495263547,0.394459845187,0,BRCA
TCGA-A6-3807,0.0608403812244,0.454458005758,0.393617624534,0,COREAD
TCGA-AA-A01F,0.170022822108,0.553629721322,0.383606899215,0,COREAD
TCGA-AG-A01N,0.145360894848,0.522771879385,0.377410984538,0,COREAD
TCGA-AA-A01C,0.0776296118476,0.448097583884,0.370467972037,0,COREAD
TCGA-25-2404,0.0602681747224,0.419865331354,0.359597156631,0,HGSC
TCGA-AG-A02X,0.115826818011,0.472858198602,0.357031380591,0,COREAD
TCGA-AG-3574,0.0131526171185,0.368861002909,0.35570838579,0,COREAD
TCGA-AA-A00F,0.175307108966,0.527757183486,0.352450074519,0,COREAD
TCGA-AA-A017,0.129321155677,0.478252144251,0.348930988574,0,COREAD
TCGA-AG-A01L,0.0487898647937,0.397503356311,0.348713491518,0,COREAD
TCGA-AG-3584,0.206480155765,0.555015414274,0.348535258508,0,COREAD
TCGA-AG-A00H,0.0564107440018,0.404002989537,0.347592245535,0,COREAD
TCGA-29-1776,0.197012677844,0.542885592823,0.345872914979,0,HGSC
TCGA-29-1768,-0.0233306323323,0.320418019368,0.3437486517,0,HGSC
TCGA-AG-A032,0.197595867653,0.538918962884,0.341323095231,0,COREAD
TCGA-25-1630,0.134703737261,0.472789616974,0.338085879713,0,HGSC
TCGA-A2-A0SX,0.0576636627989,0.383476889544,0.325813226746,0,BRCA
TCGA-AF-3913,0.170698153392,0.496266600769,0.325568447376,0,COREAD
TCGA-A2-A0EV,0.0108150344658,0.331831463251,0.321016428786,0,BRCA
TCGA-25-2396,0.136009264083,0.456542322823,0.32053305874,0,HGSC
TCGA-AA-A01D,0.101346842609,0.420650201571,0.319303358961,0,COREAD
TCGA-AG-A00Y,0.129618918022,0.447036191137,0.317417273115,0,COREAD
TCGA-AG-A01W,0.0672579860461,0.377405725306,0.31014773926,0,COREAD
TCGA-C8-A12Z,0.145948653017,0.455882190733,0.309933537716,0,BRCA
TCGA-AA-A01K,0.0614515350397,0.367356356673,0.305904821633,0,COREAD
TCGA-BH-A0AV,0.107472031403,0.4114620338,0.303990002397,0,BRCA
TCGA-AA-3534,0.00655885102135,0.306816594713,0.300257743691,0,COREAD
TCGA-AG-A020,0.143660474089,0.439784830794,0.296124356706,0,COREAD
TCGA-AG-4007,0.139783720269,0.434253222168,0.294469501899,0,COREAD
TCGA-AA-A02J,0.117707195417,0.411100075998,0.293392880581,0,COREAD
TCGA-AN-A0AJ,0.187472205576,0.480515116532,0.293042910957,0,BRCA
TCGA-AG-A014,0.21311215198,0.505549989186,0.292437837206,0,COREAD
TCGA-36-1577,0.201633965607,0.49314930735,0.291515341743,0,HGSC
TCGA-AA-A01X,0.205379600178,0.490831451272,0.285451851094,0,COREAD
TCGA-AA-A02E,0.128363188303,0.41367017867,0.285306990367,0,COREAD
TCGA-AA-3989,0.0773514284035,0.361594655962,0.284243227559,0,COREAD
TCGA-AA-A01Z,0.0836735979591,0.366987920375,0.283314322416,0,COREAD
TCGA-23-1122,0.174109228428,0.457412682698,0.283303454269,0,HGSC
TCGA-AG-A026,0.192263366098,0.47541228752,0.283148921423,0,COREAD
